Quarter,Stock,Date,Open,High,Low,Close,Volume,PercentChangePrice,PercentChangeVolumeOverLastWk,PreviousWeeksVolume,NextWeeksOpen,NextWeeksClose,PercentChangeNextWeeksPrice,DaysToNextDividend,PercentReturnNextDividend,,,,
1,BAC,2/18/2011,$14.77 ,$14.95 ,$14.69 ,$14.75 ,458423511,-0.0013541,-0.38587445,746465458,$14.38 ,$14.20 ,-0.01251740,12,0.00067797,,,,
1,BAC,2/25/2011,$14.38 ,$14.52 ,$13.79 ,$14.20 ,712456757,-0.0125174,0.55414533,458423511,$14.27 ,$14.12 ,-0.01051160,5,0.00070423,,,,
1,BAC,3/4/2011,$14.27 ,$14.48 ,$13.81 ,$14.12 ,699671790,-0.0105116,-0.01794490,712456757,$14.18 ,$14.38 ,0.01410440,89,0.00070822,,,,
1,BAC,3/11/2011,$14.18 ,$14.70 ,$13.92 ,$14.38 ,805210688,0.0141044,0.15084058,699671790,$14.26 ,$14.04 ,-0.01542780,82,0.00069541,,,,
1,BAC,3/18/2011,$14.26 ,$14.35 ,$13.66 ,$14.04 ,792380862,-0.0154278,-0.01593350,805210688,$14.20 ,$13.34 ,-0.06056340,75,0.00071225,,,,
1,BAC,3/25/2011,$14.20 ,$14.22 ,$13.32 ,$13.34 ,717678994,-0.0605634,-0.09427520,792380862,$13.42 ,$13.37 ,-0.00372578,68,0.00074963,,,,
1,CAT,1/7/2011,$94.38 ,$94.81 ,$92.30 ,$93.73 ,24135903,-0.0068871,0.00000000,,$93.21 ,$94.01 ,0.00858277,11,0.00469433,,,,
1,CAT,1/14/2011,$93.21 ,$94.70 ,$92.51 ,$94.01 ,19707235,0.0085828,-0.18348881,24135903,$94.16 ,$92.75 ,-0.01497450,4,0.00468035,,,,
1,CAT,1/21/2011,$94.16 ,$96.80 ,$92.37 ,$92.75 ,28651009,-0.0149745,0.45383201,19707235,$92.71 ,$95.68 ,0.03203540,89,0.00474394,,,,
1,CAT,1/28/2011,$92.71 ,$97.79 ,$92.51 ,$95.68 ,34929068,0.0320354,0.21912174,28651009,$96.13 ,$99.59 ,0.03599290,82,0.00459866,,,,
1,CAT,2/4/2011,$96.13 ,$99.72 ,$95.85 ,$99.59 ,31169285,0.0359929,-0.10764052,34929068,$99.62 ,$103.54 ,0.03934950,75,0.00441811,,,,
1,CAT,2/11/2011,$99.62 ,$103.55 ,$98.75 ,$103.54 ,27632394,0.0393495,-0.11347360,31169285,$103.56 ,$105.86 ,0.02220930,68,0.00424957,,,,
1,CAT,2/18/2011,$103.56 ,$105.86 ,$102.01 ,$105.86 ,16331886,0.0222093,-0.40895870,27632394,$104.86 ,$102.00 ,-0.02727450,61,0.00415643,,,,
1,CAT,2/25/2011,$104.86 ,$105.30 ,$98.03 ,$102.00 ,28146727,-0.0272745,0.72342172,16331886,$102.72 ,$103.04 ,0.00311526,54,0.00431373,,,,
1,CAT,3/4/2011,$102.72 ,$104.43 ,$99.35 ,$103.04 ,29851515,0.0031153,0.06056789,28146727,$103.42 ,$100.02 ,-0.03287570,47,0.00427019,,,,
1,CAT,3/11/2011,$103.42 ,$104.45 ,$97.01 ,$100.02 ,38614049,-0.0328757,0.29353733,29851515,$102.59 ,$105.06 ,0.02407640,40,0.00439912,,,,
1,CAT,3/18/2011,$102.59 ,$105.64 ,$98.55 ,$105.06 ,54195667,0.0240764,0.40352199,38614049,$106.90 ,$109.09 ,0.02048640,33,0.00418808,,,,
1,CAT,3/25/2011,$106.90 ,$110.15 ,$105.64 ,$109.09 ,37837456,0.0204864,-0.30183614,54195667,$109.54 ,$113.12 ,0.03268210,26,0.00403337,,,,
1,CSCO,1/7/2011,$20.45 ,$21.00 ,$20.38 ,$20.97 ,303545878,0.0254279,0.00000000,,$20.94 ,$21.21 ,0.01289400,81,0.00286123,,,,
1,CSCO,1/14/2011,$20.94 ,$21.23 ,$20.70 ,$21.21 ,154708263,0.0128940,-0.49032988,303545878,$21.22 ,$20.72 ,-0.02356270,74,0.00282885,,,,
1,CSCO,1/21/2011,$21.22 ,$21.33 ,$20.50 ,$20.72 ,193706863,-0.0235627,0.25207833,154708263,$20.84 ,$20.93 ,0.00431862,67,0.00289575,,,,
1,CSCO,1/28/2011,$20.84 ,$21.61 ,$20.73 ,$20.93 ,265687272,0.0043186,0.37159452,193706863,$20.93 ,$22.05 ,0.05351170,60,0.00286670,,,,
1,CSCO,2/4/2011,$20.93 ,$22.15 ,$20.71 ,$22.05 ,236334561,0.0535117,-0.11047842,265687272,$22.11 ,$18.70 ,-0.15422900,53,0.00272109,,,,
1,CSCO,2/11/2011,$22.11 ,$22.34 ,$18.61 ,$18.70 ,1000362015,-0.1542290,3.23282152,236334561,$18.84 ,$18.85 ,0.00053079,46,0.00320856,,,,
1,CSCO,2/18/2011,$18.84 ,$18.95 ,$18.56 ,$18.85 ,390258123,0.0005308,-0.60988311,1000362015,$18.73 ,$18.64 ,-0.00480513,39,0.00318302,,,,
1,CSCO,2/25/2011,$18.73 ,$18.74 ,$18.23 ,$18.64 ,285212201,-0.0048051,-0.26917037,390258123,$18.62 ,$18.40 ,-0.01181530,32,0.00321888,,,,
1,CSCO,3/4/2011,$18.62 ,$18.79 ,$18.31 ,$18.40 ,302059981,-0.0118153,0.05907104,285212201,$18.36 ,$17.95 ,-0.02233120,25,0.00326087,,,,
1,CSCO,3/11/2011,$18.36 ,$18.37 ,$17.76 ,$17.95 ,311209442,-0.0223312,0.03029021,302059981,$17.81 ,$17.14 ,-0.03761930,18,0.00334262,,,,
1,CSCO,3/18/2011,$17.81 ,$17.88 ,$16.97 ,$17.14 ,444161658,-0.0376193,0.42721138,311209442,$17.34 ,$17.28 ,-0.00346021,11,0.00350058,,,,
1,CSCO,3/25/2011,$17.34 ,$17.64 ,$17.20 ,$17.28 ,284574143,-0.0034602,-0.35930052,444161658,$17.36 ,$17.04 ,-0.01843320,4,0.00347222,,,,
1,CVX,1/7/2011,$91.66 ,$92.48 ,$90.27 ,$91.19 ,35556288,-0.0051277,0.00000000,,$90.95 ,$92.83 ,0.02067070,38,0.00789560,,,,
1,CVX,1/14/2011,$90.95 ,$92.85 ,$90.12 ,$92.83 ,28260512,0.0206707,-0.20518947,35556288,$92.94 ,$93.78 ,0.00903809,31,0.00775611,,,,
1,CVX,1/21/2011,$92.94 ,$93.94 ,$91.58 ,$93.78 ,27752622,0.0090381,-0.01797172,28260512,$93.89 ,$93.37 ,-0.00553840,24,0.00767754,,,,
1,CVX,1/28/2011,$93.89 ,$94.97 ,$92.93 ,$93.37 ,42303108,-0.0055384,0.52429230,27752622,$93.85 ,$97.11 ,0.03473630,17,0.00771126,,,,
1,CVX,2/4/2011,$93.85 ,$97.44 ,$93.37 ,$97.11 ,48766293,0.0347363,0.15278275,42303108,$97.28 ,$96.45 ,-0.00853207,10,0.00741427,,,,
1,CVX,2/11/2011,$97.28 ,$98.23 ,$95.70 ,$96.45 ,38838595,-0.0085321,-0.20357705,48766293,$95.50 ,$98.72 ,0.03371730,3,0.00746501,,,,
1,CVX,2/18/2011,$95.50 ,$98.72 ,$95.50 ,$98.72 ,28037827,0.0337173,-0.27809368,38838595,$99.23 ,$102.10 ,0.02892270,89,0.00739465,,,,
1,CVX,2/25/2011,$99.23 ,$103.94 ,$99.23 ,$102.10 ,57897831,0.0289227,1.06498995,28037827,$102.28 ,$103.75 ,0.01437230,82,0.00714985,,,,
1,CVX,3/4/2011,$102.28 ,$104.99 ,$102.18 ,$103.75 ,48214502,0.0143723,-0.16724856,57897831,$104.12 ,$99.93 ,-0.04024200,75,0.00703614,,,,
1,CVX,3/11/2011,$104.12 ,$104.77 ,$97.60 ,$99.93 ,43673568,-0.0402420,-0.09418191,48214502,$99.16 ,$102.80 ,0.03670840,68,0.00730511,,,,
1,CVX,3/18/2011,$99.16 ,$103.97 ,$97.98 ,$102.80 ,56186791,0.0367084,0.28651708,43673568,$103.86 ,$106.78 ,0.02811480,61,0.00710117,,,,
1,CVX,3/25/2011,$103.86 ,$107.01 ,$103.20 ,$106.78 ,39606692,0.0281148,-0.29508891,56186791,$106.40 ,$108.32 ,0.01804510,54,0.00683649,,,,
1,DD,1/7/2011,$50.05 ,$50.54 ,$49.28 ,$49.76 ,27658789,-0.0057942,0.00000000,,$48.30 ,$49.80 ,0.03105590,35,0.00823955,,,,
1,DD,1/14/2011,$48.30 ,$49.80 ,$47.20 ,$49.80 ,34546875,0.0310559,0.24903787,27658789,$49.53 ,$48.35 ,-0.02382390,28,0.00823293,,,,
1,DD,1/21/2011,$49.53 ,$50.14 ,$47.65 ,$48.35 ,25611091,-0.0238239,-0.25865680,34546875,$48.44 ,$50.29 ,0.03819160,21,0.00847983,,,,
1,DD,1/28/2011,$48.44 ,$50.66 ,$48.26 ,$50.29 ,45429653,0.0381916,0.77382732,25611091,$50.15 ,$52.53 ,0.04745760,14,0.00815271,,,,
1,DD,2/4/2011,$50.15 ,$52.63 ,$50.09 ,$52.53 ,31069977,0.0474576,-0.31608597,45429653,$52.62 ,$54.58 ,0.03724820,7,0.00780506,,,,
1,DD,2/11/2011,$52.62 ,$54.75 ,$52.51 ,$54.58 ,37155830,0.0372482,0.19587568,31069977,$54.44 ,$55.98 ,0.02828800,0,0.00751191,,,,
1,DD,2/18/2011,$54.44 ,$55.98 ,$53.80 ,$55.98 ,27705910,0.0282880,-0.25433209,37155830,$54.95 ,$54.07 ,-0.01601460,82,0.00732404,,,,
1,DD,2/25/2011,$54.95 ,$55.30 ,$52.36 ,$54.07 ,33190716,-0.0160146,0.19796520,27705910,$54.22 ,$53.87 ,-0.00645518,75,0.00758276,,,,
1,DD,3/4/2011,$54.22 ,$54.95 ,$52.76 ,$53.87 ,32958368,-0.0064552,-0.00700039,33190716,$54.10 ,$52.90 ,-0.02218110,68,0.00761092,,,,
1,DD,3/11/2011,$54.10 ,$54.49 ,$51.82 ,$52.90 ,27091813,-0.0221811,-0.17799895,32958368,$53.18 ,$52.99 ,-0.00357277,61,0.00775047,,,,
1,DD,3/18/2011,$53.18 ,$53.50 ,$51.10 ,$52.99 ,39779608,-0.0035728,0.46832580,27091813,$53.80 ,$54.10 ,0.00557621,54,0.00773731,,,,
1,DD,3/25/2011,$53.80 ,$54.64 ,$52.89 ,$54.10 ,24464568,0.0055762,-0.38499726,39779608,$54.11 ,$55.19 ,0.01995930,47,0.00757856,,,,
1,DIS,1/7/2011,$37.74 ,$40.00 ,$37.62 ,$39.45 ,72917621,0.0453100,0.00000000,,$39.01 ,$39.29 ,0.00717765,336,0.01013940,,,,
1,DIS,1/14/2011,$39.01 ,$39.81 ,$38.92 ,$39.29 ,31943413,0.0071777,-0.56192464,72917621,$39.07 ,$39.74 ,0.01714870,329,0.01018070,,,,
1,DIS,1/21/2011,$39.07 ,$39.94 ,$38.51 ,$39.74 ,36187032,0.0171487,0.13284801,31943413,$39.64 ,$38.85 ,-0.01992940,322,0.01006540,,,,
1,DIS,1/28/2011,$39.64 ,$39.95 ,$38.65 ,$38.85 ,42131642,-0.0199294,0.16427459,36187032,$39.04 ,$40.71 ,0.04277660,315,0.01029600,,,,
1,DIS,2/4/2011,$39.04 ,$40.77 ,$38.64 ,$40.71 ,53521486,0.0427766,0.27033943,42131642,$40.80 ,$43.41 ,0.06397060,308,0.00982560,,,,
1,DIS,2/11/2011,$40.80 ,$44.05 ,$40.71 ,$43.41 ,83975520,0.0639706,0.56900576,53521486,$43.19 ,$43.56 ,0.00856680,301,0.00921447,,,,
1,DIS,2/18/2011,$43.19 ,$43.90 ,$42.98 ,$43.56 ,33868302,0.0085668,-0.59668839,83975520,$42.83 ,$42.95 ,0.00280177,294,0.00918274,,,,
1,DIS,2/25/2011,$42.83 ,$43.28 ,$41.60 ,$42.95 ,56966763,0.0028018,0.68200824,33868302,$43.02 ,$43.55 ,0.01231990,287,0.00931315,,,,
1,DIS,3/4/2011,$43.02 ,$44.34 ,$42.97 ,$43.55 ,53096584,0.0123199,-0.06793749,56966763,$43.53 ,$42.93 ,-0.01378360,280,0.00918484,,,,
1,DIS,3/11/2011,$43.53 ,$43.61 ,$42.16 ,$42.93 ,41229388,-0.0137836,-0.22350206,53096584,$42.64 ,$41.23 ,-0.03306750,273,0.00931749,,,,
1,DIS,3/18/2011,$42.64 ,$42.67 ,$40.42 ,$41.23 ,65060004,-0.0330675,0.57800072,41229388,$41.46 ,$42.97 ,0.03642060,266,0.00970167,,,,
1,DIS,3/25/2011,$41.46 ,$43.24 ,$40.87 ,$42.97 ,40696371,0.0364206,-0.37447943,65060004,$43.19 ,$42.85 ,-0.00787219,259,0.00930882,,,,
1,GE,1/7/2011,$18.49 ,$18.72 ,$18.12 ,$18.43 ,280146510,-0.0032450,0.00000000,,$18.61 ,$18.82 ,0.01128430,38,0.00759631,,,,
1,GE,1/14/2011,$18.61 ,$18.82 ,$18.46 ,$18.82 ,215626229,0.0112843,-0.23030907,280146510,$18.98 ,$19.74 ,0.04004210,31,0.00743890,,,,
1,GE,1/21/2011,$18.98 ,$19.97 ,$18.17 ,$19.74 ,449508777,0.0400421,1.08466650,215626229,$19.93 ,$20.20 ,0.01354740,24,0.00709220,,,,
1,GE,1/28/2011,$19.93 ,$20.74 ,$19.74 ,$20.20 ,437317986,0.0135474,-0.02712025,449508777,$20.13 ,$20.56 ,0.02136120,17,0.00693069,,,,
1,GE,2/4/2011,$20.13 ,$20.96 ,$20.10 ,$20.56 ,246591055,0.0213612,-0.43612871,437317986,$20.77 ,$21.33 ,0.02696200,10,0.00680934,,,,
1,GE,2/11/2011,$20.77 ,$21.44 ,$20.73 ,$21.33 ,252254376,0.0269620,0.02296645,246591055,$21.51 ,$21.44 ,-0.00325430,3,0.00656353,,,,
1,GE,2/18/2011,$21.51 ,$21.65 ,$21.24 ,$21.44 ,158691572,-0.0032543,-0.37090656,252254376,$20.88 ,$20.82 ,-0.00287356,118,0.00652985,,,,
1,GE,2/25/2011,$20.88 ,$21.21 ,$20.08 ,$20.82 ,268500170,-0.0028736,0.69196238,158691572,$20.95 ,$20.37 ,-0.02768500,111,0.00672430,,,,
1,GE,3/4/2011,$20.95 ,$21.17 ,$20.16 ,$20.37 ,261175412,-0.0276850,-0.02728027,268500170,$20.40 ,$20.36 ,-0.00196078,104,0.00687285,,,,
1,GE,3/11/2011,$20.40 ,$20.79 ,$19.94 ,$20.36 ,303566341,-0.0019608,0.16230827,261175412,$19.96 ,$19.25 ,-0.03557110,97,0.00687623,,,,
1,GE,3/18/2011,$19.96 ,$20.09 ,$18.60 ,$19.25 ,520516218,-0.0355711,0.71467040,303566341,$19.68 ,$19.75 ,0.00355691,90,0.00727273,,,,
1,GE,3/25/2011,$19.68 ,$19.93 ,$19.25 ,$19.75 ,227819072,0.0035569,-0.56232090,520516218,$19.81 ,$20.34 ,0.02675420,83,0.00708861,,,,
1,HD,1/7/2011,$35.20 ,$35.57 ,$34.18 ,$34.38 ,56576860,-0.0232955,0.00000000,,$34.16 ,$35.89 ,0.05064400,60,0.00727167,,,,
1,HD,1/14/2011,$34.16 ,$35.89 ,$34.07 ,$35.89 ,41918450,0.0506440,-0.25908843,56576860,$35.97 ,$36.51 ,0.01501250,53,0.00696573,,,,
1,HD,1/21/2011,$35.97 ,$36.99 ,$35.48 ,$36.51 ,45249920,0.0150125,0.07947503,41918450,$36.46 ,$36.70 ,0.00658256,46,0.00684744,,,,
1,HD,1/28/2011,$36.46 ,$38.12 ,$36.30 ,$36.70 ,63397367,0.0065826,0.40104926,45249920,$37.13 ,$36.80 ,-0.00888769,39,0.00681199,,,,
1,HD,2/4/2011,$37.13 ,$37.18 ,$36.38 ,$36.80 ,41844858,-0.0088877,-0.33995906,63397367,$36.80 ,$37.48 ,0.01847830,32,0.00679348,,,,
1,HD,2/11/2011,$36.80 ,$37.48 ,$36.41 ,$37.48 ,36079400,0.0184783,-0.13778176,41844858,$37.47 ,$38.48 ,0.02695490,25,0.00667022,,,,
1,HD,2/18/2011,$37.47 ,$38.48 ,$37.27 ,$38.48 ,30619613,0.0269549,-0.15132699,36079400,$39.30 ,$37.08 ,-0.05648850,18,0.00649688,,,,
1,HD,2/25/2011,$39.30 ,$39.38 ,$36.78 ,$37.08 ,54816070,-0.0564885,0.79022739,30619613,$37.15 ,$37.22 ,0.00188425,11,0.00674218,,,,
1,HD,3/4/2011,$37.15 ,$37.86 ,$36.33 ,$37.22 ,49763519,0.0018843,-0.09217281,54816070,$37.26 ,$37.14 ,-0.00322061,4,0.00671682,,,,
1,HD,3/11/2011,$37.26 ,$37.78 ,$36.54 ,$37.14 ,49156185,-0.0032206,-0.01220440,49763519,$36.92 ,$36.00 ,-0.02491870,95,0.00673129,,,,
1,HD,3/18/2011,$36.92 ,$36.94 ,$35.43 ,$36.00 ,52758908,-0.0249187,0.07329135,49156185,$36.29 ,$37.42 ,0.03113810,88,0.00694444,,,,
1,HD,3/25/2011,$36.29 ,$37.82 ,$36.03 ,$37.42 ,40337534,0.0311381,-0.23543653,52758908,$37.46 ,$37.56 ,0.00266951,81,0.00668092,,,,
1,HPQ,1/7/2011,$42.22 ,$45.39 ,$42.22 ,$45.09 ,100020724,0.0679773,0.00000000,,$44.86 ,$46.25 ,0.03098530,66,0.00177423,,,,
1,HPQ,1/14/2011,$44.86 ,$46.25 ,$44.57 ,$46.25 ,65464211,0.0309853,-0.34549353,100020724,$46.14 ,$47.23 ,0.02362380,59,0.00172973,,,,
1,HPQ,1/21/2011,$46.14 ,$47.64 ,$45.76 ,$47.23 ,82623453,0.0236238,0.26211638,65464211,$46.69 ,$45.51 ,-0.02527310,52,0.00169384,,,,
1,HPQ,1/28/2011,$46.69 ,$47.83 ,$45.36 ,$45.51 ,84066350,-0.0252731,0.01746353,82623453,$45.41 ,$47.43 ,0.04448360,45,0.00175786,,,,
1,HPQ,2/4/2011,$45.41 ,$47.52 ,$45.13 ,$47.43 ,74475624,0.0444836,-0.11408520,84066350,$47.71 ,$48.64 ,0.01949280,38,0.00168670,,,,
1,HPQ,2/11/2011,$47.71 ,$49.39 ,$47.61 ,$48.64 ,84089936,0.0194928,0.12909341,74475624,$48.45 ,$48.67 ,0.00454076,31,0.00164474,,,,
1,HPQ,2/18/2011,$48.45 ,$49.12 ,$47.54 ,$48.67 ,49401750,0.0045408,-0.41251293,84089936,$47.57 ,$42.68 ,-0.10279600,24,0.00164372,,,,
1,HPQ,2/25/2011,$47.57 ,$48.55 ,$42.08 ,$42.68 ,211147488,-0.1027960,3.27408924,49401750,$43.06 ,$42.61 ,-0.01045050,17,0.00187441,,,,
1,HPQ,3/4/2011,$43.06 ,$43.85 ,$42.06 ,$42.61 ,110702335,-0.0104505,-0.47571086,211147488,$42.90 ,$41.73 ,-0.02727270,10,0.00187749,,,,
1,HPQ,3/11/2011,$42.90 ,$43.05 ,$41.26 ,$41.73 ,85140794,-0.0272727,-0.23090336,110702335,$41.31 ,$41.32 ,0.00024207,3,0.00191709,,,,
1,HPQ,3/18/2011,$41.31 ,$42.15 ,$40.10 ,$41.32 ,121051768,0.0002421,0.42178341,85140794,$41.85 ,$42.53 ,0.01624850,87,0.00314618,,,,
1,HPQ,3/25/2011,$41.85 ,$43.28 ,$41.35 ,$42.53 ,78089358,0.0162485,-0.35490940,121051768,$42.42 ,$40.98 ,-0.03394630,80,0.00305667,,,,
1,IBM,1/7/2011,$147.21 ,$148.86 ,$146.64 ,$147.93 ,23492843,0.0048910,0.00000000,,$147.00 ,$150.00 ,0.02040820,32,0.00439397,,,,
1,IBM,1/14/2011,$147.00 ,$150.00 ,$146.00 ,$150.00 ,15335348,0.0204082,-0.34723320,23492843,$149.82 ,$155.50 ,0.03791220,25,0.00433333,,,,
